MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,MFCC15,MFCC16,MFCC17,MFCC18,MFCC19,MFCC20,Emotion,Gender
-676.9894409179688,76.86863708496094,-1.4079701900482178,10.792783737182615,4.660824298858643,10.091360092163086,-7.7411723136901855,1.8415501117706297,-7.728886604309082,-4.070821762084961,-9.077515602111816,-0.2701538801193237,0.4615080058574676,-6.866671085357666,0.5762462019920349,-0.9059532284736632,-4.389012813568115,-0.7088979482650757,2.1566038131713867,-5.6505208015441895,2,1
-653.2312622070312,75.0018539428711,-1.8097862005233765,9.911635398864746,8.66285514831543,10.500560760498049,-5.282060146331787,0.0601721443235874,-5.917001247406006,-4.204325675964356,-10.225545883178713,1.1287018060684204,1.367381572723389,-6.417186737060547,1.981963872909546,1.0108124017715454,-4.48961353302002,-0.0990524291992187,2.5592598915100098,-4.829911231994629,2,1
-691.923828125,76.16011810302734,0.3520488142967224,12.273326873779297,4.723308086395264,8.096739768981934,-5.205215930938721,2.647704839706421,-8.673376083374023,-4.325993061065674,-12.174830436706545,0.5708918571472168,2.5832479000091557,-6.298068523406982,0.2629997432231903,0.2048317342996597,-3.7915987968444815,0.4368594288825989,2.012941837310791,-5.284080505371094,2,1
-679.6575317382812,72.37520599365234,-0.5984612107276917,17.829648971557617,5.710782527923584,9.957390785217283,-5.759800434112549,6.067202091217041,-7.474220275878906,-2.7697417736053467,-11.334110260009766,0.5316378474235535,1.0877172946929932,-4.343003749847412,1.846413254737854,-0.0300346817821264,-3.5296642780303955,0.2168668806552887,2.1110451221466064,-6.356286525726318,2,1
-628.8553466796875,66.28719329833984,-7.340964317321777,10.086002349853516,-3.280874729156494,7.417259216308594,-6.044314384460449,-3.045482635498047,-11.235586166381836,-4.115639686584473,-9.972177505493164,-6.135036468505859,0.5758649110794067,-6.19225025177002,-3.1227638721466064,-0.6700409650802612,-5.448474407196045,-3.6311097145080566,-1.2314112186431885,-4.749284267425537,2,1
-594.071533203125,70.95586395263672,-7.706091403961182,4.600258827209473,0.6868376731872559,8.419356346130371,-5.202346324920654,-3.5842185020446777,-9.020050048828123,-5.451241970062256,-12.052757263183594,-3.5264132022857666,3.8704967498779297,-5.733704090118408,-3.3368945121765137,0.755703330039978,-4.029534339904785,-3.254971027374268,0.2324292659759521,-3.972095727920532,2,1
-547.7694702148438,65.45169067382812,-9.567642211914062,10.115111351013184,-0.8072399497032166,8.543665885925293,-7.496906280517578,-0.8259999752044678,-10.303526878356934,-6.568244934082031,-14.117385864257812,-1.2318289279937744,1.6183010339736938,-8.102426528930664,-1.5081079006195068,0.6121824979782104,-5.425223350524902,-3.908907890319824,1.3234214782714844,-5.44639778137207,2,1
-569.5704956054688,67.9360122680664,-8.825316429138184,11.150208473205566,-2.6887481212615967,9.00577163696289,-9.354898452758787,0.3365371227264404,-10.659728050231934,-6.064700603485107,-13.789400100708008,-3.487102508544922,0.2456270307302475,-6.551254749298096,-1.2187227010726929,0.3195260465145111,-4.5496697425842285,-4.857801914215088,0.0218857172876596,-4.765654563903809,2,1
-715.6340942382812,74.01409912109375,0.7161080241203308,11.7597017288208,6.82512092590332,11.532094955444336,-6.785750865936279,4.099911212921143,-7.127367973327637,-5.670806407928467,-7.444511413574219,-2.6994733810424805,-1.9194025993347168,-2.766377210617065,1.7643784284591677,-3.537590980529785,-4.176757335662842,-0.139117956161499,-0.7180431485176086,-3.7921321392059326,3,1
-727.9581298828125,79.72737884521484,0.9695724844932556,13.618385314941406,8.548066139221191,12.273634910583496,-4.932467937469482,5.47877311706543,-5.546542644500732,-5.787271022796631,-7.305468559265137,-3.726108074188232,-0.1309637725353241,-2.3357601165771484,0.1209336072206497,-2.2171669006347656,-2.401472330093384,0.6064553260803223,-0.7274552583694458,-2.287320613861084,3,1
-766.2460327148438,75.40440368652344,-1.8560800552368164,12.26271629333496,6.495753765106201,10.615763664245604,-5.382849216461182,3.078650712966919,-5.097566604614258,-6.7472758293151855,-6.340858936309815,-2.544466972351074,0.8017244935035706,-1.9958407878875728,0.4642334580421448,-1.5297737121582031,-2.648937702178955,-0.92424476146698,-0.0809007734060287,-2.486035823822021,3,1
-741.2181396484375,71.99246215820312,1.8458833694458008,14.481335639953612,6.810408592224121,10.492633819580078,-5.159689903259277,6.317878246307373,-4.983729362487793,-6.128416538238525,-8.08530330657959,-1.9683319330215452,-0.7378212213516235,-3.3683454990386963,1.414779782295227,-1.6769369840621948,-2.7228498458862305,-1.139101505279541,1.9089806079864504,-1.733412265777588,3,1
-702.1267700195312,76.71426391601562,3.771697998046875,14.768123626708984,8.725387573242188,12.866103172302246,-6.514172077178955,5.512698650360107,-6.807406902313232,-4.782207012176514,-6.418335914611816,-0.3023990392684936,-0.8778452277183533,-3.6489758491516113,1.3395698070526123,-2.5018885135650635,-3.726331233978272,-0.2237906157970428,1.212356686592102,-3.724761962890625,3,1
-659.4183349609375,68.18169403076172,-5.224796295166016,12.158003807067873,2.4355928897857666,10.667031288146973,-7.667123794555664,-1.2477173805236816,-7.52139949798584,-6.251616954803467,-11.497817039489746,-1.7521086931228638,-0.4692120552062988,-6.622282028198242,-0.514661431312561,-0.4244752824306488,-5.254231929779053,-2.336953639984131,1.5264214277267456,-5.891026973724365,3,1
-654.4835815429688,69.56118774414062,-2.757063865661621,11.09476375579834,6.554686069488525,9.585108757019045,-6.756734848022461,0.7108628153800964,-8.404685020446777,-7.72439432144165,-13.861921310424805,-0.7117320895195007,-0.836846649646759,-6.693334102630615,-0.0426594540476799,-1.0620874166488647,-5.318466663360596,-1.5440672636032104,1.360893726348877,-4.192925930023193,3,1
-634.5387573242188,67.833984375,-4.875367164611816,14.02564525604248,3.552806615829468,9.460142135620115,-7.982900619506836,0.825689971446991,-8.468379020690918,-6.789079189300537,-12.174614906311035,-0.3514448702335357,-0.1334806978702545,-5.708602428436279,0.1709617227315902,-1.056950330734253,-5.9908857345581055,-1.4593197107315063,1.6334782838821411,-5.460039615631104,3,1
-573.29443359375,59.088470458984375,-8.275736808776855,12.996349334716797,1.8508710861206052,5.406269073486328,-6.971469879150391,1.6555362939834597,-3.698373794555664,-1.9457708597183228,-10.908191680908203,-1.4919837713241575,-0.0756260529160499,-4.168437957763672,-0.7987393140792847,-1.2918410301208496,-4.76689338684082,-1.0061249732971191,-1.6948331594467163,-4.233816146850586,4,1
-556.6907958984375,57.1674919128418,-8.42580509185791,12.72265625,-2.158780336380005,5.00075101852417,-7.937483787536621,0.4755351841449737,-8.932382583618164,-5.804084777832031,-9.964855194091797,-3.766257762908936,-2.3743460178375244,-5.826484203338623,-2.84643030166626,-2.452231407165528,-4.7891364097595215,-1.9431344270706177,-2.816650390625,-5.877725124359131,4,1
-591.9529418945312,56.15485382080078,-1.8595203161239624,12.78929615020752,2.890263795852661,5.894514083862305,-5.993430614471436,1.8435633182525637,-6.785245895385742,-4.694276332855225,-10.125624656677246,-1.203141689300537,-1.8984763622283936,-4.898718357086182,0.4450408518314361,-2.585589408874512,-4.191922664642334,-0.6964859366416931,-0.4732255637645721,-4.9499382972717285,4,1
-553.7610473632812,56.80050659179688,-3.4158167839050293,11.60537052154541,0.4947642683982849,6.962860584259033,-7.697505950927734,2.0317955017089844,-5.536835193634033,-6.03196907043457,-10.805072784423828,-2.306060314178467,-0.5217505693435669,-5.520922183990479,-0.2186555862426757,-0.3842650651931762,-5.916072845458984,-1.4300787448883057,-0.0974182859063148,-5.4690141677856445,4,1
-378.3281555175781,49.28356552124024,-21.70089340209961,3.086872339248657,-8.477762222290039,-2.225435495376587,-9.471959114074709,-3.747159957885742,-15.726590156555176,-8.22643756866455,-11.819222450256348,-6.490827083587647,-4.640228271484375,-4.916477203369141,-5.403401851654053,-5.6506123542785645,-5.615696430206299,-1.9512052536010744,-1.4045209884643557,-4.580618858337402,4,1
-397.6970520019531,47.66984558105469,-26.511865615844727,10.721235275268556,-10.301023483276367,2.6657423973083496,-12.789167404174805,-1.89314079284668,-12.129034042358398,-5.899327754974365,-14.894055366516112,-6.190485000610352,-2.682004690170288,-8.023630142211914,-4.4186787605285645,-2.755926609039306,-4.934850692749023,-3.0230774879455566,-3.8790690898895264,-7.288216590881348,4,1
-433.6375427246094,50.2560920715332,-20.68925094604492,8.795833587646484,-5.991341590881348,3.174492835998535,-9.553726196289062,-2.584425210952759,-11.11795139312744,-8.112561225891113,-13.18122100830078,-4.5390400886535645,-1.9429810047149656,-8.380615234375,-3.623613595962525,-2.0725786685943604,-6.415438175201416,-1.1702871322631836,-1.237955927848816,-5.7546916007995605,4,1
-333.5851745605469,40.21058654785156,-22.06267547607422,1.6477680206298828,-11.413883209228516,-0.3520898520946502,-12.15119171142578,-6.401313304901123,-16.206497192382812,-7.234008312225342,-15.146254539489746,-6.350729942321777,-1.8132538795471191,-7.59383487701416,-6.346302509307861,-4.066812515258789,-5.2305097579956055,-1.2886050939559937,-2.315627336502075,-2.7406578063964844,4,1
-620.7677612304688,70.9172134399414,2.490061521530152,15.253397941589355,5.40216588973999,14.50805950164795,-8.191871643066406,3.311368227005005,-8.675992965698242,-5.891013622283936,-8.841845512390137,0.1785961389541626,-1.2690470218658447,-2.0390782356262207,4.680022239685059,-1.0917094945907593,-2.5530035495758057,2.063046932220459,4.589392185211182,-2.61133885383606,5,1
-639.28515625,71.01637268066406,-3.992186069488525,9.93333625793457,2.2092113494873047,11.522390365600586,-9.023408889770508,0.6312573552131653,-11.601508140563965,-9.107794761657717,-11.837839126586914,-1.21263587474823,-1.680789589881897,-6.669982433319092,0.2092214077711105,-2.762038230895996,-5.141862869262695,0.1330878734588623,2.5664150714874268,-4.766584873199463,5,1
-647.6795043945312,73.65364074707031,4.8257904052734375,20.206403732299805,7.815792560577393,15.6973876953125,-3.063128471374512,6.565776824951172,-5.689016819000244,-2.6845574378967285,-5.630414962768555,1.7508046627044678,0.9433914422988892,-1.2555643320083618,3.428818464279175,0.1680806428194046,-1.7103747129440308,2.1199209690093994,3.524899959564209,-0.7796436548233032,5,1
-648.1647338867188,76.12715148925781,-2.8439254760742188,14.396561622619627,6.305964469909668,12.904170989990234,-6.014010906219482,4.113387107849121,-9.958538055419922,-6.305790424346924,-7.172340393066406,0.6866797804832458,-0.2474240958690643,-2.21133804321289,1.7464967966079712,-2.1956911087036133,-1.898819923400879,1.3944706916809082,0.9208491444587708,-2.1862518787384038,5,1
